9.5,0.0,-8.25,1
9.422005131320839,1.214833036002807,-8.25,1
9.18930119887078,2.40971854714032,-8.25,1
8.805709194787207,3.5650365463540536,-8.25,1
8.2775276891722,4.661816744037409,-8.25,1
7.6134294077455875,5.682050039666552,-8.25,1
6.8243188259284135,6.608984230733121,-8.25,1
5.923153117657969,7.427399083446283,-8.25,1
4.924729398949989,8.123856248550787,-8.25,1
3.845441759662741,8.686919918650219,-8.25,1
2.703012072994808,9.107344603848276,-8.25,1
1.5161990028171057,9.378226942437276,-8.25,1
0.30448998693072565,9.495119053906535,-8.25,1
-0.9122187461229767,9.456101573017383,-8.25,1
-2.113948872584986,9.261815165727324,-8.25,1
-3.2809680170024214,8.915450009472725,-8.25,1
-4.394113757287934,8.4226934105435,-8.25,1
-5.435108271160613,7.79163641867108,-8.25,1
-6.38685845748251,7.032640972215497,-8.25,1
-7.233736604506775,6.158169755423993,-8.25,1
-7.961836996472486,5.182581561500212,-8.25,1
-8.55920424507298,4.121895521616803,-8.25,1
-9.016029596601351,2.993528071224402,-8.25,1
-9.324811991415121,1.8160069726630392,-8.25,1
-9.480481231128195,0.6086670898167756,-8.25,1
-9.480481231128195,-0.6086670898167734,-8.25,1
-9.324811991415121,-1.8160069726630368,-8.25,1
-9.016029596601353,-2.9935280712243957,-8.25,1
-8.559204245072982,-4.121895521616801,-8.25,1
-7.961836996472487,-5.182581561500211,-8.25,1
-7.233736604506779,-6.158169755423988,-8.25,1
-6.386858457482512,-7.0326409722154954,-8.25,1
-5.435108271160615,-7.791636418671079,-8.25,1
-4.394113757287935,-8.4226934105435,-8.25,1
-3.2809680170024196,-8.915450009472725,-8.25,1
-2.1139488725849884,-9.261815165727324,-8.25,1
-0.9122187461229749,-9.456101573017383,-8.25,1
0.30448998693072116,-9.495119053906535,-8.25,1
1.5161990028170949,-9.378226942437278,-8.25,1
2.703012072994804,-9.107344603848277,-8.25,1
3.8454417596627404,-8.686919918650219,-8.25,1
4.9247293989499825,-8.12385624855079,-8.25,1
5.923153117657967,-7.427399083446284,-8.25,1
6.824318825928407,-6.608984230733126,-8.25,1
7.613429407745581,-5.682050039666561,-8.25,1
8.2775276891722,-4.661816744037409,-8.25,1
8.805709194787205,-3.5650365463540585,-8.25,1
9.189301198870778,-2.4097185471403213,-8.25,1
9.422005131320837,-1.214833036002813,-8.25,1
9.5,-2.326828918379971e-15,-8.25,1
